idHabitacion,habitacion,timestamp,status
5,Sala de imagenes 1,31/05/2021 08:40,Inicia limpieza.
5,Sala de imagenes 1,31/05/2021 08:41,Sala disponible.
6,Sala de procedimientos 1,31/05/2021 08:42,Sala no disponible.
12,Estacion de revision 1,31/05/2021 08:42,Inicia limpieza.
6,Sala de procedimientos 1,31/05/2021 08:42,Inicia limpieza.
12,Estacion de revision 1,31/05/2021 08:43,Sala disponible.
6,Sala de procedimientos 1,31/05/2021 08:45,Sala disponible.
5,Sala de imagenes 1,31/05/2021 08:55,Sala no disponible.
5,Sala de imagenes 1,31/05/2021 08:56,Inicia limpieza.
5,Sala de imagenes 1,31/05/2021 08:58,Sala disponible.
7,Sala de procedimientos 2,31/05/2021 08:59,Sala no disponible.
7,Sala de procedimientos 2,31/05/2021 09:00,Inicia limpieza.
1,Sala de examenes 1,31/05/2021 09:01,Sala no disponible.
1,Sala de examenes 1,31/05/2021 09:01,Inicia limpieza.
1,Sala de examenes 1,31/05/2021 09:03,Sala disponible.
7,Sala de procedimientos 2,31/05/2021 09:03,Sala disponible.
12,Estacion de revision 1,31/05/2021 09:13,Sala no disponible.
12,Estacion de revision 1,31/05/2021 09:14,Inicia limpieza.
12,Estacion de revision 1,31/05/2021 09:14,Sala disponible.
2,Sala de examenes 2,31/05/2021 09:17,Sala no disponible.
2,Sala de examenes 2,31/05/2021 09:18,Inicia limpieza.
12,Estacion de revision 1,31/05/2021 09:20,Sala no disponible.
12,Estacion de revision 1,31/05/2021 09:20,Inicia limpieza.
2,Sala de examenes 2,31/05/2021 09:21,Sala disponible.
12,Estacion de revision 1,31/05/2021 09:21,Sala disponible.
13,Estacion de revision 2,31/05/2021 09:24,Sala no disponible.
13,Estacion de revision 2,31/05/2021 09:24,Inicia limpieza.
13,Estacion de revision 2,31/05/2021 09:25,Sala disponible.
3,Sala de examenes 3,31/05/2021 09:28,Sala no disponible.
3,Sala de examenes 3,31/05/2021 09:28,Inicia limpieza.
1,Sala de examenes 1,31/05/2021 09:28,Sala no disponible.
12,Estacion de revision 1,31/05/2021 09:29,Sala no disponible.
3,Sala de examenes 3,31/05/2021 09:29,Sala disponible.
1,Sala de examenes 1,31/05/2021 09:30,Inicia limpieza.
1,Sala de examenes 1,31/05/2021 09:32,Sala disponible.
12,Estacion de revision 1,31/05/2021 09:32,Inicia limpieza.
12,Estacion de revision 1,31/05/2021 09:33,Sala disponible.
5,Sala de imagenes 1,31/05/2021 09:37,Sala no disponible.
5,Sala de imagenes 1,31/05/2021 09:38,Inicia limpieza.
5,Sala de imagenes 1,31/05/2021 09:40,Sala disponible.
6,Sala de procedimientos 1,31/05/2021 09:43,Sala no disponible.
6,Sala de procedimientos 1,31/05/2021 09:44,Inicia limpieza.
6,Sala de procedimientos 1,31/05/2021 09:47,Sala disponible.
2,Sala de examenes 2,31/05/2021 09:47,Sala no disponible.
2,Sala de examenes 2,31/05/2021 09:48,Inicia limpieza.
2,Sala de examenes 2,31/05/2021 09:50,Sala disponible.
12,Estacion de revision 1,31/05/2021 09:50,Sala no disponible.
12,Estacion de revision 1,31/05/2021 09:51,Inicia limpieza.
12,Estacion de revision 1,31/05/2021 09:51,Sala disponible.
8,Sala de procedimientos 3,31/05/2021 09:52,Sala no disponible.
8,Sala de procedimientos 3,31/05/2021 09:53,Inicia limpieza.
8,Sala de procedimientos 3,31/05/2021 09:56,Sala disponible.
3,Sala de examenes 3,31/05/2021 09:59,Sala no disponible.
3,Sala de examenes 3,31/05/2021 09:59,Inicia limpieza.
3,Sala de examenes 3,31/05/2021 10:00,Sala disponible.
1,Sala de examenes 1,31/05/2021 10:10,Sala no disponible.
2,Sala de examenes 2,31/05/2021 10:10,Sala no disponible.
1,Sala de examenes 1,31/05/2021 10:11,Inicia limpieza.
2,Sala de examenes 2,31/05/2021 10:11,Inicia limpieza.
2,Sala de examenes 2,31/05/2021 10:13,Sala disponible.
1,Sala de examenes 1,31/05/2021 10:14,Sala disponible.
3,Sala de examenes 3,31/05/2021 10:16,Sala no disponible.
3,Sala de examenes 3,31/05/2021 10:16,Inicia limpieza.
3,Sala de examenes 3,31/05/2021 10:17,Sala disponible.
12,Estacion de revision 1,31/05/2021 10:20,Sala no disponible.
12,Estacion de revision 1,31/05/2021 10:20,Inicia limpieza.
12,Estacion de revision 1,31/05/2021 10:21,Sala disponible.
5,Sala de imagenes 1,31/05/2021 10:26,Sala no disponible.
4,Sala de examenes 4,31/05/2021 10:27,Sala no disponible.
4,Sala de examenes 4,31/05/2021 10:27,Inicia limpieza.
5,Sala de imagenes 1,31/05/2021 10:27,Inicia limpieza.
5,Sala de imagenes 1,31/05/2021 10:29,Sala disponible.
4,Sala de examenes 4,31/05/2021 10:29,Sala disponible.
12,Estacion de revision 1,31/05/2021 10:30,Sala no disponible.
12,Estacion de revision 1,31/05/2021 10:30,Inicia limpieza.
12,Estacion de revision 1,31/05/2021 10:31,Sala disponible.
5,Sala de imagenes 1,31/05/2021 10:41,Sala no disponible.
1,Sala de examenes 1,31/05/2021 10:42,Sala no disponible.
1,Sala de examenes 1,31/05/2021 10:42,Inicia limpieza.
5,Sala de imagenes 1,31/05/2021 10:42,Inicia limpieza.
7,Sala de procedimientos 2,31/05/2021 10:44,Sala no disponible.
5,Sala de imagenes 1,31/05/2021 10:44,Sala disponible.
1,Sala de examenes 1,31/05/2021 10:44,Sala disponible.
7,Sala de procedimientos 2,31/05/2021 10:45,Inicia limpieza.
7,Sala de procedimientos 2,31/05/2021 10:47,Sala disponible.
6,Sala de procedimientos 1,31/05/2021 10:54,Sala no disponible.
6,Sala de procedimientos 1,31/05/2021 10:54,Inicia limpieza.
6,Sala de procedimientos 1,31/05/2021 10:59,Sala disponible.
8,Sala de procedimientos 3,31/05/2021 11:07,Sala no disponible.
1,Sala de examenes 1,31/05/2021 11:08,Sala no disponible.
5,Sala de imagenes 1,31/05/2021 11:08,Sala no disponible.
8,Sala de procedimientos 3,31/05/2021 11:08,Inicia limpieza.
1,Sala de examenes 1,31/05/2021 11:08,Inicia limpieza.
5,Sala de imagenes 1,31/05/2021 11:09,Inicia limpieza.
5,Sala de imagenes 1,31/05/2021 11:10,Sala disponible.
1,Sala de examenes 1,31/05/2021 11:11,Sala disponible.
8,Sala de procedimientos 3,31/05/2021 11:12,Sala disponible.
12,Estacion de revision 1,31/05/2021 11:12,Sala no disponible.
12,Estacion de revision 1,31/05/2021 11:13,Inicia limpieza.
12,Estacion de revision 1,31/05/2021 11:13,Sala disponible.
13,Estacion de revision 2,31/05/2021 11:21,Sala no disponible.
14,Estacion de revision 3,31/05/2021 11:21,Sala no disponible.
14,Estacion de revision 3,31/05/2021 11:21,Inicia limpieza.
13,Estacion de revision 2,31/05/2021 11:21,Inicia limpieza.
12,Estacion de revision 1,31/05/2021 11:22,Sala no disponible.
14,Estacion de revision 3,31/05/2021 11:22,Sala disponible.
12,Estacion de revision 1,31/05/2021 11:22,Inicia limpieza.
13,Estacion de revision 2,31/05/2021 11:22,Sala disponible.
12,Estacion de revision 1,31/05/2021 11:23,Sala disponible.
2,Sala de examenes 2,31/05/2021 11:23,Sala no disponible.
2,Sala de examenes 2,31/05/2021 11:23,Inicia limpieza.
5,Sala de imagenes 1,31/05/2021 11:26,Sala no disponible.
2,Sala de examenes 2,31/05/2021 11:26,Sala disponible.
5,Sala de imagenes 1,31/05/2021 11:27,Inicia limpieza.
1,Sala de examenes 1,31/05/2021 11:27,Sala no disponible.
1,Sala de examenes 1,31/05/2021 11:28,Inicia limpieza.
5,Sala de imagenes 1,31/05/2021 11:28,Sala disponible.
1,Sala de examenes 1,31/05/2021 11:30,Sala disponible.
6,Sala de procedimientos 1,31/05/2021 11:30,Sala no disponible.
6,Sala de procedimientos 1,31/05/2021 11:31,Inicia limpieza.
6,Sala de procedimientos 1,31/05/2021 11:34,Sala disponible.
4,Sala de examenes 4,31/05/2021 11:37,Sala no disponible.
4,Sala de examenes 4,31/05/2021 11:37,Inicia limpieza.
12,Estacion de revision 1,31/05/2021 11:39,Sala no disponible.
12,Estacion de revision 1,31/05/2021 11:39,Inicia limpieza.
4,Sala de examenes 4,31/05/2021 11:40,Sala disponible.
12,Estacion de revision 1,31/05/2021 11:40,Sala disponible.
3,Sala de examenes 3,31/05/2021 11:43,Sala no disponible.
3,Sala de examenes 3,31/05/2021 11:43,Inicia limpieza.
3,Sala de examenes 3,31/05/2021 11:45,Sala disponible.
13,Estacion de revision 2,31/05/2021 11:48,Sala no disponible.
12,Estacion de revision 1,31/05/2021 11:48,Sala no disponible.
13,Estacion de revision 2,31/05/2021 11:49,Inicia limpieza.
12,Estacion de revision 1,31/05/2021 11:49,Inicia limpieza.
12,Estacion de revision 1,31/05/2021 11:49,Sala disponible.
13,Estacion de revision 2,31/05/2021 11:49,Sala disponible.
7,Sala de procedimientos 2,31/05/2021 11:53,Sala no disponible.
7,Sala de procedimientos 2,31/05/2021 11:54,Inicia limpieza.
7,Sala de procedimientos 2,31/05/2021 11:56,Sala disponible.
5,Sala de imagenes 1,31/05/2021 12:00,Sala no disponible.
5,Sala de imagenes 1,31/05/2021 12:02,Inicia limpieza.
5,Sala de imagenes 1,31/05/2021 12:03,Sala disponible.
12,Estacion de revision 1,31/05/2021 12:06,Sala no disponible.
12,Estacion de revision 1,31/05/2021 12:07,Inicia limpieza.
12,Estacion de revision 1,31/05/2021 12:07,Sala disponible.
12,Estacion de revision 1,31/05/2021 12:15,Sala no disponible.
12,Estacion de revision 1,31/05/2021 12:16,Inicia limpieza.
12,Estacion de revision 1,31/05/2021 12:17,Sala disponible.
2,Sala de examenes 2,31/05/2021 12:18,Sala no disponible.
2,Sala de examenes 2,31/05/2021 12:19,Inicia limpieza.
1,Sala de examenes 1,31/05/2021 12:19,Sala no disponible.
12,Estacion de revision 1,31/05/2021 12:21,Sala no disponible.
2,Sala de examenes 2,31/05/2021 12:22,Sala disponible.
1,Sala de examenes 1,31/05/2021 12:22,Inicia limpieza.
12,Estacion de revision 1,31/05/2021 12:22,Inicia limpieza.
5,Sala de imagenes 1,31/05/2021 12:23,Sala no disponible.
12,Estacion de revision 1,31/05/2021 12:23,Sala disponible.
5,Sala de imagenes 1,31/05/2021 12:24,Inicia limpieza.
1,Sala de examenes 1,31/05/2021 12:24,Sala disponible.
5,Sala de imagenes 1,31/05/2021 12:25,Sala disponible.
3,Sala de examenes 3,31/05/2021 12:30,Sala no disponible.
3,Sala de examenes 3,31/05/2021 12:30,Inicia limpieza.
3,Sala de examenes 3,31/05/2021 12:32,Sala disponible.
7,Sala de procedimientos 2,31/05/2021 12:33,Sala no disponible.
7,Sala de procedimientos 2,31/05/2021 12:34,Inicia limpieza.
7,Sala de procedimientos 2,31/05/2021 12:37,Sala disponible.
6,Sala de procedimientos 1,31/05/2021 12:59,Sala no disponible.
6,Sala de procedimientos 1,31/05/2021 12:59,Inicia limpieza.
6,Sala de procedimientos 1,31/05/2021 13:01,Sala disponible.
9,Sala de procedimientos 4,31/05/2021 13:03,Sala no disponible.
9,Sala de procedimientos 4,31/05/2021 13:04,Inicia limpieza.
9,Sala de procedimientos 4,31/05/2021 13:08,Sala disponible.
13,Estacion de revision 2,31/05/2021 13:10,Sala no disponible.
13,Estacion de revision 2,31/05/2021 13:10,Inicia limpieza.
13,Estacion de revision 2,31/05/2021 13:11,Sala disponible.
12,Estacion de revision 1,31/05/2021 13:12,Sala no disponible.
12,Estacion de revision 1,31/05/2021 13:13,Inicia limpieza.
12,Estacion de revision 1,31/05/2021 13:15,Sala disponible.
14,Estacion de revision 3,31/05/2021 13:17,Sala no disponible.
14,Estacion de revision 3,31/05/2021 13:17,Inicia limpieza.
14,Estacion de revision 3,31/05/2021 13:18,Sala disponible.
8,Sala de procedimientos 3,31/05/2021 13:20,Sala no disponible.
8,Sala de procedimientos 3,31/05/2021 13:21,Inicia limpieza.
8,Sala de procedimientos 3,31/05/2021 13:24,Sala disponible.
1,Sala de examenes 1,31/05/2021 13:34,Sala no disponible.
1,Sala de examenes 1,31/05/2021 13:34,Inicia limpieza.
2,Sala de examenes 2,31/05/2021 13:35,Sala no disponible.
2,Sala de examenes 2,31/05/2021 13:35,Inicia limpieza.
1,Sala de examenes 1,31/05/2021 13:36,Sala disponible.
6,Sala de procedimientos 1,31/05/2021 13:36,Sala no disponible.
6,Sala de procedimientos 1,31/05/2021 13:37,Inicia limpieza.
2,Sala de examenes 2,31/05/2021 13:38,Sala disponible.
6,Sala de procedimientos 1,31/05/2021 13:43,Sala disponible.
12,Estacion de revision 1,31/05/2021 13:49,Sala no disponible.
12,Estacion de revision 1,31/05/2021 13:49,Inicia limpieza.
12,Estacion de revision 1,31/05/2021 13:50,Sala disponible.
13,Estacion de revision 2,31/05/2021 13:51,Sala no disponible.
13,Estacion de revision 2,31/05/2021 13:52,Inicia limpieza.
13,Estacion de revision 2,31/05/2021 13:52,Sala disponible.
12,Estacion de revision 1,31/05/2021 14:11,Sala no disponible.
1,Sala de examenes 1,31/05/2021 14:12,Sala no disponible.
1,Sala de examenes 1,31/05/2021 14:13,Inicia limpieza.
2,Sala de examenes 2,31/05/2021 14:13,Sala no disponible.
2,Sala de examenes 2,31/05/2021 14:14,Inicia limpieza.
1,Sala de examenes 1,31/05/2021 14:15,Sala disponible.
12,Estacion de revision 1,31/05/2021 14:15,Inicia limpieza.
12,Estacion de revision 1,31/05/2021 14:16,Sala disponible.
2,Sala de examenes 2,31/05/2021 14:17,Sala disponible.
3,Sala de examenes 3,31/05/2021 14:18,Sala no disponible.
3,Sala de examenes 3,31/05/2021 14:19,Inicia limpieza.
3,Sala de examenes 3,31/05/2021 14:21,Sala disponible.
4,Sala de examenes 4,31/05/2021 14:24,Sala no disponible.
4,Sala de examenes 4,31/05/2021 14:24,Inicia limpieza.
4,Sala de examenes 4,31/05/2021 14:26,Sala disponible.
12,Estacion de revision 1,31/05/2021 14:27,Sala no disponible.
12,Estacion de revision 1,31/05/2021 14:28,Inicia limpieza.
12,Estacion de revision 1,31/05/2021 14:29,Sala disponible.
5,Sala de imagenes 1,31/05/2021 14:32,Sala no disponible.
5,Sala de imagenes 1,31/05/2021 14:34,Inicia limpieza.
5,Sala de imagenes 1,31/05/2021 14:35,Sala disponible.
3,Sala de examenes 3,31/05/2021 14:36,Sala no disponible.
3,Sala de examenes 3,31/05/2021 14:36,Inicia limpieza.
3,Sala de examenes 3,31/05/2021 14:38,Sala disponible.
2,Sala de examenes 2,31/05/2021 14:38,Sala no disponible.
2,Sala de examenes 2,31/05/2021 14:39,Inicia limpieza.
1,Sala de examenes 1,31/05/2021 14:40,Sala no disponible.
1,Sala de examenes 1,31/05/2021 14:40,Inicia limpieza.
2,Sala de examenes 2,31/05/2021 14:42,Sala disponible.
1,Sala de examenes 1,31/05/2021 14:42,Sala disponible.
12,Estacion de revision 1,31/05/2021 14:45,Sala no disponible.
12,Estacion de revision 1,31/05/2021 14:45,Inicia limpieza.
12,Estacion de revision 1,31/05/2021 14:47,Sala disponible.
4,Sala de examenes 4,31/05/2021 14:51,Sala no disponible.
4,Sala de examenes 4,31/05/2021 14:52,Inicia limpieza.
4,Sala de examenes 4,31/05/2021 14:55,Sala disponible.
7,Sala de procedimientos 2,31/05/2021 14:57,Sala no disponible.
7,Sala de procedimientos 2,31/05/2021 14:58,Inicia limpieza.
7,Sala de procedimientos 2,31/05/2021 15:00,Sala disponible.
6,Sala de procedimientos 1,31/05/2021 15:03,Sala no disponible.
6,Sala de procedimientos 1,31/05/2021 15:04,Inicia limpieza.
12,Estacion de revision 1,31/05/2021 15:07,Sala no disponible.
12,Estacion de revision 1,31/05/2021 15:08,Inicia limpieza.
12,Estacion de revision 1,31/05/2021 15:08,Sala disponible.
8,Sala de procedimientos 3,31/05/2021 15:08,Sala no disponible.
6,Sala de procedimientos 1,31/05/2021 15:09,Sala disponible.
8,Sala de procedimientos 3,31/05/2021 15:09,Inicia limpieza.
13,Estacion de revision 2,31/05/2021 15:09,Sala no disponible.
13,Estacion de revision 2,31/05/2021 15:10,Inicia limpieza.
13,Estacion de revision 2,31/05/2021 15:12,Sala disponible.
12,Estacion de revision 1,31/05/2021 15:13,Sala no disponible.
12,Estacion de revision 1,31/05/2021 15:13,Inicia limpieza.
12,Estacion de revision 1,31/05/2021 15:14,Sala disponible.
8,Sala de procedimientos 3,31/05/2021 15:15,Sala disponible.
12,Estacion de revision 1,31/05/2021 15:24,Sala no disponible.
12,Estacion de revision 1,31/05/2021 15:25,Inicia limpieza.
13,Estacion de revision 2,31/05/2021 15:27,Sala no disponible.
12,Estacion de revision 1,31/05/2021 15:27,Sala disponible.
13,Estacion de revision 2,31/05/2021 15:27,Inicia limpieza.
13,Estacion de revision 2,31/05/2021 15:28,Sala disponible.
14,Estacion de revision 3,31/05/2021 15:28,Sala no disponible.
14,Estacion de revision 3,31/05/2021 15:29,Inicia limpieza.
14,Estacion de revision 3,31/05/2021 15:29,Sala disponible.
1,Sala de examenes 1,31/05/2021 15:33,Sala no disponible.
1,Sala de examenes 1,31/05/2021 15:33,Inicia limpieza.
6,Sala de procedimientos 1,31/05/2021 15:34,Sala no disponible.
6,Sala de procedimientos 1,31/05/2021 15:34,Inicia limpieza.
1,Sala de examenes 1,31/05/2021 15:36,Sala disponible.
6,Sala de procedimientos 1,31/05/2021 15:40,Sala disponible.
12,Estacion de revision 1,31/05/2021 15:50,Sala no disponible.
12,Estacion de revision 1,31/05/2021 15:50,Inicia limpieza.
3,Sala de examenes 3,31/05/2021 15:50,Sala no disponible.
3,Sala de examenes 3,31/05/2021 15:51,Inicia limpieza.
2,Sala de examenes 2,31/05/2021 15:51,Sala no disponible.
12,Estacion de revision 1,31/05/2021 15:51,Sala disponible.
2,Sala de examenes 2,31/05/2021 15:52,Inicia limpieza.
3,Sala de examenes 3,31/05/2021 15:53,Sala disponible.
8,Sala de procedimientos 3,31/05/2021 15:54,Sala no disponible.
12,Estacion de revision 1,31/05/2021 15:54,Sala no disponible.
12,Estacion de revision 1,31/05/2021 15:54,Inicia limpieza.
8,Sala de procedimientos 3,31/05/2021 15:54,Inicia limpieza.
2,Sala de examenes 2,31/05/2021 15:54,Sala disponible.
13,Estacion de revision 2,31/05/2021 15:54,Sala no disponible.
12,Estacion de revision 1,31/05/2021 15:55,Sala disponible.
13,Estacion de revision 2,31/05/2021 15:55,Inicia limpieza.
13,Estacion de revision 2,31/05/2021 15:56,Sala disponible.
8,Sala de procedimientos 3,31/05/2021 16:00,Sala disponible.
12,Estacion de revision 1,31/05/2021 16:04,Sala no disponible.
12,Estacion de revision 1,31/05/2021 16:04,Inicia limpieza.
12,Estacion de revision 1,31/05/2021 16:05,Sala disponible.
5,Sala de imagenes 1,31/05/2021 16:07,Sala no disponible.
5,Sala de imagenes 1,31/05/2021 16:08,Inicia limpieza.
13,Estacion de revision 2,31/05/2021 16:09,Sala no disponible.
5,Sala de imagenes 1,31/05/2021 16:10,Sala disponible.
13,Estacion de revision 2,31/05/2021 16:10,Inicia limpieza.
2,Sala de examenes 2,31/05/2021 16:10,Sala no disponible.
1,Sala de examenes 1,31/05/2021 16:11,Sala no disponible.
13,Estacion de revision 2,31/05/2021 16:12,Sala disponible.
12,Estacion de revision 1,31/05/2021 16:12,Sala no disponible.
2,Sala de examenes 2,31/05/2021 16:12,Inicia limpieza.
3,Sala de examenes 3,31/05/2021 16:14,Sala no disponible.
2,Sala de examenes 2,31/05/2021 16:16,Sala disponible.
1,Sala de examenes 1,31/05/2021 16:16,Inicia limpieza.
1,Sala de examenes 1,31/05/2021 16:17,Sala disponible.
14,Estacion de revision 3,31/05/2021 16:19,Sala no disponible.
3,Sala de examenes 3,31/05/2021 16:19,Inicia limpieza.
3,Sala de examenes 3,31/05/2021 16:22,Sala disponible.
14,Estacion de revision 3,31/05/2021 16:23,Inicia limpieza.
14,Estacion de revision 3,31/05/2021 16:23,Sala disponible.
5,Sala de imagenes 1,31/05/2021 16:26,Sala no disponible.
7,Sala de procedimientos 2,31/05/2021 16:26,Sala no disponible.
5,Sala de imagenes 1,31/05/2021 16:27,Inicia limpieza.
4,Sala de examenes 4,31/05/2021 16:28,Sala no disponible.
7,Sala de procedimientos 2,31/05/2021 16:28,Inicia limpieza.
5,Sala de imagenes 1,31/05/2021 16:29,Sala disponible.
8,Sala de procedimientos 3,31/05/2021 16:30,Sala no disponible.
7,Sala de procedimientos 2,31/05/2021 16:31,Sala disponible.
4,Sala de examenes 4,31/05/2021 16:33,Inicia limpieza.
8,Sala de procedimientos 3,31/05/2021 16:35,Inicia limpieza.
4,Sala de examenes 4,31/05/2021 16:35,Sala disponible.
12,Estacion de revision 1,31/05/2021 16:36,Inicia limpieza.
13,Estacion de revision 2,31/05/2021 16:36,Sala no disponible.
12,Estacion de revision 1,31/05/2021 16:37,Sala disponible.
13,Estacion de revision 2,31/05/2021 16:37,Inicia limpieza.
13,Estacion de revision 2,31/05/2021 16:38,Sala disponible.
2,Sala de examenes 2,31/05/2021 16:38,Sala no disponible.
2,Sala de examenes 2,31/05/2021 16:39,Inicia limpieza.
8,Sala de procedimientos 3,31/05/2021 16:40,Sala disponible.
1,Sala de examenes 1,31/05/2021 16:40,Sala no disponible.
2,Sala de examenes 2,31/05/2021 16:41,Sala disponible.
1,Sala de examenes 1,31/05/2021 16:43,Inicia limpieza.
12,Estacion de revision 1,31/05/2021 16:44,Sala no disponible.
3,Sala de examenes 3,31/05/2021 16:45,Sala no disponible.
1,Sala de examenes 1,31/05/2021 16:45,Sala disponible.
12,Estacion de revision 1,31/05/2021 16:46,Inicia limpieza.
12,Estacion de revision 1,31/05/2021 16:47,Sala disponible.
3,Sala de examenes 3,31/05/2021 16:47,Inicia limpieza.
5,Sala de imagenes 1,31/05/2021 16:49,Sala no disponible.
3,Sala de examenes 3,31/05/2021 16:50,Sala disponible.
13,Estacion de revision 2,31/05/2021 16:50,Sala no disponible.
5,Sala de imagenes 1,31/05/2021 16:50,Inicia limpieza.
13,Estacion de revision 2,31/05/2021 16:50,Inicia limpieza.
13,Estacion de revision 2,31/05/2021 16:51,Sala disponible.
5,Sala de imagenes 1,31/05/2021 16:52,Sala disponible.
4,Sala de examenes 4,31/05/2021 16:52,Sala no disponible.
9,Sala de procedimientos 4,31/05/2021 16:52,Sala no disponible.
4,Sala de examenes 4,31/05/2021 16:53,Inicia limpieza.
4,Sala de examenes 4,31/05/2021 16:55,Sala disponible.
9,Sala de procedimientos 4,31/05/2021 16:55,Inicia limpieza.
6,Sala de procedimientos 1,31/05/2021 16:58,Sala no disponible.
6,Sala de procedimientos 1,31/05/2021 16:58,Inicia limpieza.
9,Sala de procedimientos 4,31/05/2021 16:59,Sala disponible.
6,Sala de procedimientos 1,31/05/2021 17:03,Sala disponible.
2,Sala de examenes 2,31/05/2021 17:09,Sala no disponible.
2,Sala de examenes 2,31/05/2021 17:09,Inicia limpieza.
2,Sala de examenes 2,31/05/2021 17:11,Sala disponible.
1,Sala de examenes 1,31/05/2021 17:12,Sala no disponible.
1,Sala de examenes 1,31/05/2021 17:13,Inicia limpieza.
1,Sala de examenes 1,31/05/2021 17:15,Sala disponible.
12,Estacion de revision 1,31/05/2021 17:20,Sala no disponible.
12,Estacion de revision 1,31/05/2021 17:20,Inicia limpieza.
12,Estacion de revision 1,31/05/2021 17:21,Sala disponible.
7,Sala de procedimientos 2,31/05/2021 17:34,Sala no disponible.
12,Estacion de revision 1,31/05/2021 17:35,Sala no disponible.
12,Estacion de revision 1,31/05/2021 17:35,Inicia limpieza.
7,Sala de procedimientos 2,31/05/2021 17:35,Inicia limpieza.
12,Estacion de revision 1,31/05/2021 17:36,Sala disponible.
13,Estacion de revision 2,31/05/2021 17:36,Sala no disponible.
5,Sala de imagenes 1,31/05/2021 17:36,Sala no disponible.
13,Estacion de revision 2,31/05/2021 17:36,Inicia limpieza.
14,Estacion de revision 3,31/05/2021 17:37,Sala no disponible.
14,Estacion de revision 3,31/05/2021 17:37,Inicia limpieza.
13,Estacion de revision 2,31/05/2021 17:37,Sala disponible.
5,Sala de imagenes 1,31/05/2021 17:37,Inicia limpieza.
14,Estacion de revision 3,31/05/2021 17:38,Sala disponible.
